[Roles]
100166	卖菜大婶
100167	茶博士
100168	面摊老板
100169	李四叔
100170	张三伯
100173	老章
100174	文宿
100189	拜拜妇人
100191	李愁眉
100194	赌场老板
100195	王岱
100196	妙手空空
100197	未普
100198	阿草
100199	李小融
100201	李微之
100206	李大食
100209	芍药
100211	水仙
100212	蜡梅
100225	官差
100231	刁玉娘
100233	王小余
100293	数酒人阿树
100244	曹寅山
100245	曹岱
100246	华山门人
100297	陆少临
100298	无颠
100299	燕宇
100312	公孙坚
100314	黄骆
100315	安府护卫
100401	骏马
100403	江府侍女
100412	舞秋风
100415	天王旧部
100418	薇霓公主
100419	花痴
100422	天意城主
110001	驿站车夫
110015	野鸡店老板
199999	少女
200000	卫紫绫
200001	韦子陵
200002	辟邪老人
200003	佛母
200004	心残
200005	傀尸
200006	金尸
200007	银尸
200008	铁尸
200009	欧阳笑
200010	寒蝠
200011	九阴
200012	九阴幽仆
200013	赛王爷
200014	完颜柯尔克
200015	赛王府亲兵
200016	水盼盼
200017	龙墨
200018	洛因
200019	顾海
200020	萧复
200021	弦剑弟子
200022	塔娅
200023	阎罗
200024	孟婆
200025	罗煞
200026	阿傍
200027	敖广
200028	酆都鬼众
200029	商仲智
200030	万青山
200031	兽王庄门人
200032	黑冢罗王
200033	东瀛女子
200034	东瀛女子
200035	沐萍
200036	老虎
200037	老虎
200038	不动
200039	岳胖子
200040	岳晓遥
200041	岳在渊
200042	隐元阁门士
200043	封青霄
200044	楚绘
200045	天机老道
200046	贺陀
200047	安道煌
200048	卢楠
200049	安儿
200050	亲兵队长
200051	总兵长
210001	谷月轩
210002	荆棘
210003	沈湘芸
210004	古实
210005	秦红殇
210006	风吹雪
210007	傅剑寒
210008	任剑南
210009	萧遥
210048	小阿曼
210049	钱轩
210050	李大郎
210051	钱府打手
210052	钱府下人
210053	少年
210054	姜望
210055	游进
210056	大蛇丸
210057	万蛇
210058	猴宝
210059	船工
210060	黄子轩
210061	老船夫
210062	渔妇
210063	渔民
210064	谢贺丞
210065	黄元泓
210066	幼童
210067	张烨
210068	李顺
210069	武老头
210070	南拳门人
210071	北拳门人
210072	劈卦拳门人
210073	彪形大汉
210074	王宝宝
210075	江湖中人
210076	江湖中人
210077	江湖中人
210078	江湖中人
210079	崔国伦
210080	谢阿辰
210081	炒茶的黄哥
210082	采茶人
210083	老酱
210084	陈天宝
210085	赵妈
210086	李晔忠
210087	蔡吉
210088	彭三狗
210089	谢阿辰的女人
210090	谢阿辰的儿子
210091	姜豆
210092	萧大娘
210093	贺婶
210094	袁大爷
210095	陈大由
210096	神秘女子
210097	刘叔
210098	张月轩
210099	老鸨
210100	觉识
210101	觉行
210102	黑衣人
210103	残兵
210104	阿萨辛
210105	李大肚
210106	李武靖
210107	落难汉人
210108	西域人
210109	巨鳄
210110	沙狼
210111	恶人谷居民
210112	薛鬼医
210113	叶三娘
210114	南海鳄鱼王
210115	叶三娘(?)
210116	巨熊
210117	展泓
210118	神秘女子
210119	汤木
210120	泼猴
210121	黑冢上忍
210122	武装渔民
210123	诚王
210124	冷骅
210125	上官雁
210126	溥云
210127	少女
210128	程青
210129	青楼女子
210130	龟公
210131	老鸨
210132	嫖客
210133	色瞇瞇老头
210134	小厮
210135	杭州居民
210136	牛小二
210137	牛嫂
210138	泼皮
210139	老钓叟
210140	乞丐
210141	秋生
210142	王猎户
210143	商贩
210144	抬轿人
210145	官差
210146	林翎戚
210147	大仁
210148	小孩
210149	翠羽
210150	钟沂
210151	青楼围事
210152	汤寡妇
210153	前沐王死士
210154	钢刀盟众
210155	钢刀盟众
210156	钢刀盟众
210157	钢刀盟众
210158	幽谷客
210159	入魔的萧复
210160	纺纱女
210161	胡非
210162	苗奉先
210163	酆都厉鬼
210164	酆都伥鬼
210165	酆都绝鬼
210166	酆都艳鬼
210167	紫罗蛊蛇
210168	赤蛛蛊王
210169	成都居民
210170	排队民众
210171	笨拙的伙计
210172	年老
210173	年芙蓉
210174	三姑
210175	六婆
210176	刘韶华
210177	洪京保
210178	陈龙
210179	李莲杰
210180	酆都鬼众
210181	傀尸门毒人
210182	傀尸门毒人
210183	傀尸门毒人
210184	和尚
210185	参拜信众
220000	东方未明
220001	谷月轩
300001	天龙菁英
300002	边山
300003	刘六
990023	叶孤
990024	花玖瑟
990025	金熙凤
990026	尹世允
990027	玄漓公
990028	阳第上人
990029	南天槐
990030	秦斯龙
990031	薇霓公主
500001	卢大娘
500002	卢小小
500003	娇娘
500004	孙大娘
500005	张虎
500006	赵龙
500007	孙大叔
500008	阿吉
500009	惜缘
500010	娟娟
500011	阿顺
500012	蒋老翁
500014	春三娘
500015	白晶
500016	菜篮大盗
500017	叶半仙
500018	余奶奶
500019	长虹趟子手
500020	天剑小师弟
500021	铁老三
500022	余翔拳
500023	快刀小孟
500024	小胡
500025	郑公
500026	章爸
500027	添哥
500028	马亚
500029	尤伯
500030	余爷爷
500031	吴桦
500032	高爷
500033	吴大娘
500034	癞痢头小吴
500035	黄契
500036	天悟禅师
500037	虚明
500038	铁老大
500039	老杜
500040	锦衣卫
500041	南少林弟子
500042	南少林弟子
500043	洪老爹
500044	洪大郎
500045	阿水伯
500046	老姜
500047	李大娘
500048	稽塔
500049	老孙
500050	张帆
500051	算酒人
500052	李郎中
500053	杜康村长
500054	马朝
500055	赵娘子
500056	桓儿
500057	可疑人士
500058	尚书府守卫
500059	于修
500060	李大郎
500061	吕阿志
500062	吕陈春桃
500063	李老农
500064	阿成
500065	杜鹃
500066	招弟
500067	面店老板
500068	柯瑞
500069	汤普升
500070	小狗子
500071	小虎
500072	俗家弟子
500073	黑狗
500074	白狗
500075	黄狗
500076	鲤鱼王
500077	矿工
500078	矿工工头
500079	铁叉部勇士
500080	铁叉部女子
500081	天龙教练
500082	抓药妇人
500083	辟邪死士
500084	般若
500085	骆翎枫
500086	花农
500087	南瓜大婶
500088	业余猎人
500089	糖糖
500090	柏特
500091	滴卡儿
500092	袈裟窃贼
500093	职业猎人
500094	猎妇
500095	鳄鱼先生
500096	崔二胯子
500097	云游商人
500098	金府保镳
500099	金小姐
500100	罗煞夫人
500101	状元郎
500102	幸长
500103	金涡
500104	骆烈夫
500105	飞垣
500106	马琦
500107	老古
500108	鹫鹰
500109	伊布
500110	兔儿爷
500111	花妈
500112	虹儿
500113	小宝
500114	挑嘴熊
500115	猴三
500116	修罗宫弟子
600001	何爷
600002	赵老翁
600003	阿平
600004	谢大娘
600005	阿森
600006	阿森
600007	阿丹
600008	阿丹
600009	刘老爷子
600010	薛瑟瑟
600011	老乞丐
600012	儒生尸体
600013	想象的少阁主
600014	吴桐
600015	吴大娘
600016	吴老爹
600017	叶掌门（金尸）
600018	尸鳖
600019	神秘人
600020	大怪鸟
600021	赛王府家仆
600022	知名不具
600023	景夫人
600024	景初
600025	神秘老者
600026	欧阳笑(?)
600027	阿黑
600028	小芳
600029	罗剎人
600030	东北居民
600031	老管家
600032	西域商人
600033	西域卫兵
600034	西域居民
600035	令狐大侠
600036	阿多
600037	花族守卫
600038	色目人
600039	花族首领
600040	智者哲苏
600041	尹婆婆
600042	巴尔塔
600043	黑衣杀手
600044	神秘的声音
600045	翠兰
600046	八卦门家丁
600047	黑冢上忍
600048	赫蒙族战士
600049	赫蒙族女战士
600050	武当弟子
600051	绝刀门人
600052	天剑门人
600053	唐门门人
600054	青城门人
600055	八卦门人
600056	首蛇道弟子
600057	玄龟道弟子
600058	兵鸦道弟子
600059	杨雨枫
600060	米忒
600061	铁叉厉鬼
600062	阿吉
600063	马猴
600064	万劳九
600065	上泉
600066	唐伯虎
600067	神枪兵
600068	神火兵
600069	荆棘(?)
600070	王大霸
600071	史骨头
600072	蓝衫少年
600073	张三
600074	李四
600075	夜翼
600076	斗篷客
600077	江洋大盗
600078	静云庵弟子
600079	夜飘香
600080	王思思
600081	马贼首领
600082	黄天化
600083	李昭庆
600084	神秘的声音
600085	假夜飘香
910012	大公鸡
600086	封紫云
600087	孟婆
600088	六扇门官兵
600089	六扇门捕快
600090	落魄书生
600091	阿忠
600092	欧阳笑(?)
600093	欧阳笑(?)
600094	欧阳笑(?)
600095	欧阳笑(?)
600096	谷月轩
600097	谷月轩
600098	午津龙
600099	富坚由昭
600100	骗子少女
600101	阿疙儿
600102	判官
610158	幽谷客
610159	傀尸
610160	九阴幽仆
610161	九阴幽仆
610162	九阴幽仆
610163	九阴幽仆
610164	九阴幽仆
610165	九阴幽仆
610166	婆竭罗
610167	摄湿生
610168	自在天
610169	持国天
610170	山贼
610171	山贼头领
610172	巴哈里德
610173	乌衣教众
610174	仙希尔
610175	路德教士
800015	谷月轩
800016	荆棘
800035	沈湘芸
800036	古实
800037	方云华
800054	任清璇
800057	秦红殇
800059	史燕
800066	史义
800075	江瑜
800089	商仲仁
800091	杨云
800092	傅剑寒
800094	任剑南
800098	萧遥
800104	毒
800105	浪
800106	狂
820005	傀尸
820013	赛王爷
820075	天意菁英
890023	叶孤
890024	花玖瑟
890025	金熙凤
890026	尹世允
890013	赛王爷
890014	酆都丽鬼
610176	黑冢罗王
610177	萧铠
610178	碧莲
610179	阿林
700023	阎丹生
700024	孟倩思
700025	罗煞
700027	敖广
999001	五毒蛇幼年体
999002	李沂
999003	酆都厲鬼
999004	酆都倀鬼
999005	酆都絕鬼
999006	酆都豔鬼
999007	天龍教眾
999008	天龍菁英
999009	天王舊部
999010	花
999011	天剑门弟子
999012	江洋大盗
999013	老胡
999014	麻花藤
999015	企鵝帝
999016	迅騰派門人
999017	风吹雪
999018	厲蒼天
999019	厲蒼龍
999020	樊未離
999021	納蘭衍
999022	凌香兒
999023	任天翔
999024	羅蛇君
999025	東方曦
999026	宮夕瑤
999027	婆竭羅
999028	攝濕生
999029	自在天
999030	持國天
999031	蓝婷
999032	黄娟
999033	毒龙教弟子
999034	五毒蛇成年体
999035	天山童姥
999036	姬如雪
999037	姬無雙
999038	许彤
999039	流梦星璃
999040	李相赫
999041	冬梅
999042	南宫飞
999043	李思秀
999044	王柏勤
999045	东瀛倭寇
999046	东瀛浪人
999047	侍
999048	黄雨柔
999049	花道常
999050	青儿
999051	水仙
999052	翡翠
999053	纳葛随
999054	丰臣秀吉
999055	完颜阿骨打
999056	阳炎
999057	冷月
999058	游进
999059	封青霄
999060	江洋大盗
999061	弦劍山莊弟子
999062	孟倩思
999063	吃
999064	喝
999065	嫖
999066	赌
999067	朱友珪
999068	皇帝亲军
999069	敖广
999070	神火兵
999071	水盼盼
999072	萧复的头
999073	沈欺霜
999074	峨嵋派弟子
999075	卓人清
[Item-Weapon]
100001	逍遥刀剑
100002	太乙刀剑
100003	无极刀剑
100004	阴阳倒乱刃
100005	紫金双刃
100101	粗布拳套
100102	皮手套
100103	鹿革手套
100104	离魂金线缠
100105	玄铁手套
100106	金丝手套
100107	萃毒指
100108	精钢拳套
100109	天蚕丝手套
100110	铁手套
100201	单刀
100202	银口九齿刀
100203	长虹雁翎刀
100204	霹雳刀
100205	鬼头刀
100206	龙鳞宝刀
100207	苗族弯刀
100208	百辟刀
100209	环柄刀
100210	太皇刀
100211	血饮
100212	圆月弯刀
100213	阎罗
100214	菊一文字．无铭
100215	三日月．无铭
100216	村正妖刀
100217	玄铁刀
100301	铁剑
100302	冰心
100303	白晶剑
100304	盘月剑
100305	天羽剑
100306	太极剑
100307	龙渊剑
100308	巨阙剑
100309	湛卢剑
100310	九真剑
100311	镇岳
100312	龙脊剑
100313	太虚剑
100314	撼天古剑
100315	玄铁重剑
100316	辟邪
100317	殇瑶
100318	紫薇软剑
100319	琼华剑
100320	传家宝剑
100321	含光剑
100322	白虹剑
100323	倚天剑
130040	清风剑
100401	木棍
100402	齐眉棍
100403	烧火棍
100404	疯魔杖
100405	升龙棍
100406	定海神针
100407	玄铁棍
100408	牛头叉
100501	飞刀
100502	暴雨梨花
100503	金钗
100504	神剑镖
100505	雷震天
100506	离火玄冰镖
100507	金针
100508	十六串吕
100601	毒龙鞭
100613	兽王鞭
100602	蝎尾鞭
100603	神农锄
100604	弦箫剑
100605	舞天环
100606	乌烟
100607	孔雀翎
100608	花开四季
100614	江亭谈古
100609	日月双轮
100610	珠圆玉润
100611	涯角枪
100612	鹤嘴
100701	紫蝶绣鞋
100702	凌波踏霜
100703	惊鸿靴
100704	虎步龙行
100961	银狐飞絮
100954	七彩云霞
130049	佛剑
130120	潇湘夜雨
130121	云雨雷霆棍
130137	月照梨花
900013	天蠶絲拳套
900014	魂血刀劍
900052	打狗棒
900064	屠龍刀
[Item-Armor]
100801	粗布背心
100802	藤甲
100803	布衣
100804	皇图
100805	绫罗衫
100806	无常衫
100807	血玲珑
100808	金铃白绸
100809	铁甲
100810	金蚕宝衣
100811	明光甲
100812	正气甲
100813	金刚甲
100814	炼神甲
100815	五色甲
100816	黑天
100817	霹雳宝甲
100818	软猬甲
100960	虎鲨劲装
130038	乌蚕背心
130018	即墨老酒
130127	鳄皮护甲
900018	定情肚兜
[Item-Accessory]
100901	玉鸟纹佩
100902	夜明珠
100903	合浦珍珠
100904	武林宝典
100905	月牙御守
100906	绿山水画伞
100907	丐帮布袋
100908	灌铅骰子
100909	唤蛇笛
100910	七色琉璃珠
100911	兽王戒
100912	天师护符
100913	玩具木剑
100914	蛇雕像
100915	鱼雕像
100916	龟雕像
100917	蟹雕像
100918	蛙雕像
100919	鹤雕像
100920	接骨木魔杖
100921	圣火令
100922	观音明心鼎
100923	金饭碗
100924	菊花
100926	山茶花
100925	兰花
100928	火红金丹
100929	醉芙蓉
100930	湖笔徽墨
100931	鬼面蝎
100932	蛇王
100935	熊皮披风
100936	亚古兽神盔
100937	绕梁琴
100938	投名状
100939	达摩像
100940	臭垢丸
100941	西洋怀表
100942	酒仙胡芦
100943	香包
100944	翡翠护符
100945	黑玉镯
100946	朱玉金簪
100947	裂开的玉镯子
110026	机关武偶
130067	武林通鉴
130076	三彩武士俑
130077	玉鱼龙
130096	映山红
130097	蟠龙纹盘
130098	金兽
130099	鹰形金冠饰
130100	玉辟邪
130101	青铜龙首神兽
130102	纯金明王像
130104	狗皮膏药
130118	盗墓笔记
130119	太极图
130138	点翠鎏金
900017	定情手鐲
900045	青龙神兽
900046	西域夜明珠
900073	千年毒蟾
[Item-Drug]
100933	熊胆
110001	逍遥散
110002	再造膏
110003	承气散
110004	黑玉断续膏
110005	天香断续胶
110006	九转还魂丹
110007	双冲饮
110008	三黄宝腊丹
110009	青龙散
110010	茯苓首乌丸
110011	田七鲨胆散
110012	九花玉露丸
110013	十全大补丹
110014	牛黄血竭丹
110015	通犀地龙丸
110016	胭脂泪
110017	千锤百炼丹
110018	飘飘丸
110019	洗髓再造丹
110020	神恩通慧丹
110021	千年人参
110022	大王蛇胆
110023	朱蛤
110024	玉蜂浆
110025	怪鲶鱼
110027	回阳五龙膏
110028	三顺散
110031	腊八粥
110032	神鱼
110033	老鼠肉
110034	玄冰烈火酒
110035	黑蚂蚁升精丸
110036	西湖醋鱼
110037	道口烧鸡
110038	龙井虾仁
110039	叫化子鸡
110040	东坡肉
110041	开水白菜
110042	蜜汁火腿
110043	人参鸡汤
110044	阎家羊肉汤
110045	鲤鱼焙面
110046	小还丹
110047	麻婆豆腐
110048	肉包子
110049	五宝花蜜酒
110050	咸鱼
110051	小白豆浆
110052	夫妻肺片
110053	三丝敲鱼
110054	洛阳燕菜
110055	担担面
110056	桂圆红枣鸡汤
110057	包叶智慧果
130015	智慧果
130034	回锅肉
130068	大红袍
130069	半山妖
130070	即墨老酒
130071	汾酒
130072	西凤酒
130087	五粮液
130088	宝丰酒
130089	杜康酒
130091	法华经
130092	般若心经
130093	金刚经
130094	维摩诘经
130107	新鲜豆腐
130114	白菜
130115	爆米花
900015	千年人参
900034	赤炎晶
900048	七彩段玉丹
900049	千锤百炼丹
900050	洗髓再造丹
900051	天元聚气丹
900053	少妇白洁
900054	金鳞岂是池中物
900055	雾霭凝香
900056	冰峰魔恋
900082	气血精魄
900083	内力精魄
900084	精力精魄
[Item-Task]
100927	藏海花
100934	熊掌
120126	冲灵剑法
130001	蓝晶矿
130002	铁矿
130003	虹鲤
130004	芦竹钓竿组
130005	虹鲤三仙面
130006	凤眼怒睛鸡
130007	大铁锤
130008	李大郎的信
130009	太乙晶石
130010	奇怪的秘籍
130011	漂亮的石头
130012	辟邪宫地图
130013	寒蝠胆
130014	冲灵剑法残本
130016	千年毒蟾
130017	红叶袈裟
130019	小铁剑
130021	玄铁
130022	皇后的密信
130023	快雪时晴帖
130024	呕血谱
130026	仙音乐集
130027	萧皓霜家书
130028	木钗子
130029	清澈的井水
130032	小虾米连环图
130033	不明物
130035	一串珍珠
130036	一袋赃物
130037	觥筹交错组
130039	精钢
130041	少林僧的书信
130042	李昭庆的贺函
130044	女性的遗骨
130045	蛇形钥匙
130048	玉佩
130050	稚嫩笔迹的信
130051	稀有矿石
130052	珍贵药草
130053	蟾蜍
130054	蝎子
130055	毒蛇
130056	蜘蛛
130057	蜈蚣
130058	活蹦乱跳的鸡
130063	钗子
130064	质地漂亮的石头
130065	上等稻香米
130073	兰亭序
130074	自叙帖
130075	肚痛帖
130079	白果杯
130080	泼墨仙人
130081	溪山行旅图
130082	庐山高
130083	早春图
130084	橘中秘
130085	事林广纪
130086	楞伽经
130090	羊脂白玉碗
130095	草鱼
130103	爱的山茶花
130105	铁手套
130106	武学残页
130108	倚天断剑
130109	西方异金
130110	武学残页
130111	武学残页
130112	武学残页
130113	蚯蚓
130116	葡萄美酒
130117	夜光杯
130122	武学残页
900020	天蚕丝
900031	声名
900032	位面之子
900047	珍稀名贵中草药
900057	那個誰挑戰
900065	五毒花
[Item-Book]
120001	刀山剑岳精要
120002	阴错阳差感悟
120003	摩诃无量感悟
120004	幽冥十三式感悟
120005	坎离水火剑精要
120006	抖鳞虎扑式感悟
120007	古月照今尘感悟
120008	天山六阳掌精要
120009	天山折梅手精要
120010	开太极精要
120011	苍天有极精要
120012	龙战于野精要
120013	醉拳精要
120014	螳螂拳精要
120015	劈卦神拳精要
120016	无相劫指精要
120017	多罗叶指精要
120018	大金刚拳法精要
120019	石破天惊拳精要
120020	铁掌精要
120021	野球拳精要
120022	万佛朝宗精要
120023	化骨绵掌精要
120024	八卦游身掌感悟
120025	缠丝八爪感悟
120026	火焰刀感悟
120027	八仙指路精要
120028	一阳指精要
120029	六脉神剑谱
120030	拜月七诀
120031	九阴神爪人皮
120032	鹰爪功
120033	落英神剑掌
120034	兰花拂穴手精要
120035	八卦乱环式精要
120036	血刀刀法感悟
120037	狂龙逆斩武学精要
120038	残存亦末路感悟
120039	庖丁解牛刀精要
120040	天涯明月刀精要
120041	推天献印精要
120042	蚩尤刀法精要
120043	魔刀七杀精要
120044	快雪时晴刀感悟
120045	八方藏刀式精要
120046	燃木刀法精要
120047	狂风刀法精要
120048	十殿阎罗刀精要
120049	阴法渡冥河精要
120050	井中八法精要
120051	浪花斩铁势感悟
120052	毒龙刀法精要
120053	慈悲刀法精要
120054	金顶剑法
120055	情意七剑精要
120056	太极化清精要
120057	鹤翼苍穹精要
120058	天山幻影剑精要
120059	不动一剑痕武学精要
120060	龙泣剑精要
120061	镇五岳精要
120062	堪舆剑精要
120063	独孤九剑感悟
120064	无招胜有招
120065	辟邪剑法精要
120066	流星飞坠精要
120067	玉女剑法精要
120068	夺命三仙剑精要
120069	饮中八仙剑精要
120070	天外飞仙精要
120071	无双无对精要
120072	连城剑法精要
120073	金蛇剑法精要
120074	天龙八部剑精要
120075	苗家剑法精要
120076	八艘飞精要
120077	万毒入化精要
120078	软虹蛛索精要
120079	银蛇千转精要
120080	万蛇狂舞精要
120081	百兽之境感悟
120082	重峦复嶂曲
120083	十面埋伏曲谱
120084	百鸟朝凤曲感悟
120085	碧海潮声曲谱
120086	笑傲江湖曲
120087	荆轲武诀精要
120088	聂隐剑精要
120089	化功大法
120090	催魂蚀心精要
120091	静莲蝶雨精要
120092	点血截脉精要
120093	神农济世精要
120094	占事略诀
120095	神曲但丁
120096	烟雾弹制作法
120097	鳄鱼的眼泪
120098	一个时辰变戏精
120100	佛山无影脚感悟
120101	虎鹤双形腿精要
120102	如影随形腿精要
120103	风神腿精要
120104	地煞绝命腿精要
120105	龙吞暴
120106	满天花雨感悟
120107	小李飞刀谱
120108	奇毒天镖谱
120109	风魔手里剑
120110	含沙射影谱
120111	弹指神通精要
120112	意乱情迷感悟
120113	风随白云飞精要
120114	达摩武诀精要
120115	大闹天宫精要
120116	灵蛇杖精要
120117	大须弥山棍精要
120118	天下无狗感悟
120119	醉卧乾坤精要
120120	一醉逍遥感悟
120121	天王枪法精要
120122	回马枪精要
120123	罗汉伏魔棍精要
120124	天魔解体大法
120125	天魔鞭精要
121001	东方宝典
121002	铁罗汉
121003	迅雷剑法
121004	万物皆数
121005	小无相功
121006	大湿婆密咒
121007	先天功
121008	日月神功
121009	虎啸功
121010	血刀经
121011	金雁功
121012	明玉功
121013	九阴总纲
121014	九阴飞絮篇
121015	灵飞经
121016	清心普善咒
121017	沧海一笑
121018	玉女心经
121019	天山心法
121020	紫霞神功
121021	葵花宝典
121022	太极神功
121023	金蛇宝典
121024	金刚不坏体
121025	兽王功
121026	龙蛰功
121027	禅宗莲华功
121028	地煞无极功
121029	罗汉伏魔功
121030	一为全全为一
121031	华陀医典
121032	吸星大法
121033	修罗心法
121034	正气诀
121035	连山诀
121036	梯云纵
121037	玄女经
121038	龙象般若功残本
121039	少林铁布衫
121040	化功大法残本
121041	玄冥神功残本
121043	苗蛊毒功残本
121044	十王走马势感悟
121045	声无哀乐论
130020	狂风剑法
130025	逍遥御风
130030	九阳神功
130031	乾坤大挪移
130043	风花雪月曲谱
130046	神龙密咒
130047	化骨绵掌
130059	倚天屠龙功
130060	意寒神功
130061	混元功
130062	药王神篇
130066	武林群侠传
130123	乌衣宝典
130124	裂风鞭法精要
130128	子母天钩精要
130129	幻尘七诛精要
130130	无定飞环精要
130131	百花杀精要
130132	玉连环影精要
130133	雪月交光精要
130134	笙歌醉引精要
130135	燕子刺精要
130136	乳燕归巢精要
900001	九陰真經
900002	唯我獨尊功卷轴
900003	北冥神功图谱
900004	無相神功秘籍
900005	九陽真經
900006	移弦夺魄图谱
900007	逆轉心经秘籍
900008	輪墓
900009	飛天御劍流秘籍
900010	九轉玄功
900011	天翔龍閃
900012	劍氣縱橫口訣
900016	易筋經
900019	生死符秘笈
900021	冰火玄功秘籍
900022	一刀两断秘籍
900023	人剑合一秘籍
900024	剑二十三秘籍
900025	万剑归宗秘籍
900026	真·独孤九剑秘籍
900028	排山倒海秘籍
900029	排云掌秘籍
900030	醉拳秘籍
900033	打狗棒法
900035	长风破浪
900027	逍遥神掌秘籍
900036	逍遥迷踪腿精要
900037	逍遥扇
900038	风随白云飞
900039	青龙啸天
900040	冥鲲斩
900041	八仙指路
900042	贪狼无极功
900043	无意功
900044	落雁无痕
900058	飛龍探雲手
900059	洗髓經
900060	观清百景剑法
900061	清音妙剑秘籍
900062	燃灯古剑秘籍
900063	暗夜飘香
900066	乾坤大挪移
900067	乾坤大挪移—吸
900067	乾坤大挪移—推
900068	摩诃无量感悟
900069	阴阳绝刀秘籍
900070	狂风暴雨秘籍
900071	三苦神功秘籍
900072	绝刀势秘籍
900074	狂风暴雨秘籍
900075	天剑诀秘籍
900076	行天功秘籍
900077	地煞无极功秘籍
900078	拜月七诀秘籍
900079	鬼袭秘籍
900080	丝缠秘籍
900081	残殇秘籍
900085	落英神剑掌
900086	碧海潮生曲图谱
900087	奇毒天镖
900088	星梭手法
900089	摘星九影
[Talent]
200	讨价还价
201	无奸不商
202	明察秋毫
203	潜龙蝶影
204	大收藏家
205	喜从天降
206	天生神童
207	见多识广
208	神农百草
209	矿石冶炼
210	毒物探索
301	兄弟情深
302	血战到底
303	隐匿
304	遗策点穴
305	妙手空空
306	有事先走
307	国色天香
308	我佛慈悲
309	背刺
310	逆境
311	战意
312	玉树临风
313	反击必暴
314	霹雳火
315	以眼还眼
316	老子有钱
317	唯我独尊
318	以眼还眼
319	天生神童
320	妙手着春
321	越战越勇
322	武器大师
323	搏击大师
324	花香四溢
325	绵里藏针
326	神机妙算
327	凌波微步
328	十香软筋
329	天意难违
330	意乱情迷
331	吃香喝辣
332	王者风范
333	趁人之危
334	惺惺相惜
335	并肩作战
336	锦上添花
338	嗜酒如命
339	神偷盗帅
341	遗策内伤
342	遗策破甲
343	遗策目盲
344	遗策晕眩
345	遗策恐惧
346	遗策气盾
347	遗策必暴
348	遗策聚气
349	遗策归元
350	遗策噬气
351	意志坚定
352	支持
353	损人利己
354	引毒入体
355	遗策剧毒
401	毒鞭
402	背刺大师
403	反击风暴
404	素心神剑
405	嗜血
406	魔音穿脑
407	玲珑璇玑
408	小医仙
409	东海龙王
410	不动金刚
411	心宽体胖
412	英姿飒爽
413	平沙落雁
414	十里坡剑神
415	君心剑意
416	降龙传人
417	红飞翠舞
418	花仙子
419	兽王传人
420	飞燕凌波
421	万花离经
422	擎天巨棒
423	暗影杀手
424	八卦传人
425	毒圣
426	雷切
427	孟婆汤
428	追魂夺命
429	猜心
