[Roles]		
100146	豆浆小白	
100147	小白母亲	
100148	阿仁	
100149	李三	
100150	老王	
100151	许渔夫	
100152	许媛	
100153	北丑	
100154	驿站老板	
100155	药铺老板	
100156	古玩老板	
100157	当铺老板	
100158	铁匠老板	
100159	杂货老板	
100160	字帖老板	
100161	店小二	
100162	掌柜	
100163	厨师	
100164	师爷	
100166	卖菜大婶	
100167	茶博士	
100168	面摊老板	
100169	李四叔	
100170	张三伯	
100173	老章	
100174	文宿	
100189	拜拜妇人	
100191	李愁眉	
100194	赌场老板	
100195	王岱	
100196	妙手空空	
100197	未普	
100198	阿草	
100199	李小融	
100201	李微之	
100206	李大食	
100209	芍药	
100211	水仙	
100212	蜡梅	
100225	官差	
100231	刁玉娘	
100233	王小余	
100293	数酒人阿树	
100244	曹寅山	
100245	曹岱	
100246	华山门人	
100297	陆少临	
100298	无颠	
100299	燕宇	
100312	公孙坚	
100314	黄骆	
100315	安府护卫	
100401	骏马	
100403	江府侍女	
100412	舞秋风	
100415	天王旧部	
100418	薇霓公主	
100419	花痴	
100422	天意城主	
110001	驿站车夫	
110015	野鸡店老板	
199999	少女	
200000	卫紫绫	
200001	韦子陵	
200002	辟邪老人	
200003	佛母	
200004	心残	
200005	傀尸	
200006	金尸	
200007	银尸	
200008	铁尸	
200009	欧阳笑	
200010	寒蝠	
200011	九阴	
200012	九阴幽仆	
200013	赛王爷	
200014	完颜柯尔克	
200015	赛王府亲兵	
200016	水盼盼	
200017	龙墨	
200018	洛因	
200019	顾海	
200020	萧复	
200021	弦剑弟子	
200022	塔娅	
200023	阎罗	
200024	孟婆	
200025	罗煞	
200026	阿傍	
200027	敖广	
200028	酆都鬼众	
200029	商仲智	
200030	万青山	
200031	兽王庄门人	
200032	黑冢罗王	
200033	东瀛女子	
200034	东瀛女子	
200035	沐萍	
200036	老虎	
200037	老虎	
200038	不动	
200039	岳胖子	
200040	岳晓遥	
200041	岳在渊	
200042	隐元阁门士	
200043	封青霄	
200044	楚绘	
200045	天机老道	
200046	贺陀	
200047	安道煌	
200048	卢楠	
200049	安儿	
200050	亲兵队长	
200051	总兵长	
210001	谷月轩	
210002	荆棘	
210003	沈湘芸	
210004	古实	
210005	秦红殇	
210006	风吹雪	
210007	傅剑寒	
210008	任剑南	
210009	萧遥	
210048	小阿曼	
210049	钱轩	
210050	李大郎	
210051	钱府打手	
210052	钱府下人	
210053	少年	
210054	姜望	
210055	游进	
210056	大蛇丸	
210057	万蛇	
210058	猴宝	
210059	船工	
210060	黄子轩	
210061	老船夫	
210062	渔妇	
210063	渔民	
210064	谢贺丞	
210065	黄元泓	
210066	幼童	
210067	张烨	
210068	李顺	
210069	武老头	
210070	南拳门人	
210071	北拳门人	
210072	劈卦拳门人	
210073	彪形大汉	
210074	王宝宝	
210075	江湖中人	
210076	江湖中人	
210077	江湖中人	
210078	江湖中人	
210079	崔国伦	
210080	谢阿辰	
210081	炒茶的黄哥	
210082	采茶人	
210083	老酱	
210084	陈天宝	
210085	赵妈	
210086	李晔忠	
210087	蔡吉	
210088	彭三狗	
210089	谢阿辰的女人	
210090	谢阿辰的儿子	
210091	姜豆	
210092	萧大娘	
210093	贺婶	
210094	袁大爷	
210095	陈大由	
210096	神秘女子	
210097	刘叔	
210098	张月轩	
210099	老鸨	
210100	觉识	
210101	觉行	
210102	黑衣人	
210103	残兵	
210104	阿萨辛	
210105	李大肚	
210106	李武靖	
210107	落难汉人	
210108	西域人	
210109	巨鳄	
210110	沙狼	
210111	恶人谷居民	
210112	薛鬼医	
210113	叶三娘	
210114	南海鳄鱼王	
210115	叶三娘(?)	
210116	巨熊	
210117	展泓	
210118	神秘女子	
210119	汤木	
210120	泼猴	
210121	黑冢上忍	
210122	武装渔民	
210123	诚王	
210124	冷骅	
210125	上官雁	
210126	溥云	
210127	少女	
210128	程青	
210129	青楼女子	
210130	龟公	
210131	老鸨	
210132	嫖客	
210133	色瞇瞇老头	
210134	小厮	
210135	杭州居民	
210136	牛小二	
210137	牛嫂	
210138	泼皮	
210139	老钓叟	
210140	乞丐	
210141	秋生	
210142	王猎户	
210143	商贩	
210144	抬轿人	
210145	官差	
210146	林翎戚	
210147	大仁	
210148	小孩	
210149	翠羽	
210150	钟沂	
210151	青楼围事	
210152	汤寡妇	
210153	前沐王死士	
210154	钢刀盟众	
210155	钢刀盟众	
210156	钢刀盟众	
210157	钢刀盟众	
210158	幽谷客	
210159	入魔的萧复	
210160	纺纱女	
210161	胡非	
210162	苗奉先	
210163	酆都厉鬼	
210164	酆都伥鬼	
210165	酆都绝鬼	
210166	酆都艳鬼	
210167	紫罗蛊蛇	
210168	赤蛛蛊王	
210169	成都居民	
210170	排队民众	
210171	笨拙的伙计	
210172	年老	
210173	年芙蓉	
210174	三姑	
210175	六婆	
210176	刘韶华	
210177	洪京保	
210178	陈龙	
210179	李莲杰	
210180	酆都鬼众	
210181	傀尸门毒人	
210182	傀尸门毒人	
210183	傀尸门毒人	
210184	和尚	
210185	参拜信众	
220000	东方未明	
220001	谷月轩	
300001	天龙菁英	
300002	边山	
300003	刘六	
990023	叶孤	
990024	花玖瑟	
990025	金熙凤	
990026	尹世允	
990027	玄漓公	
990028	阳第上人	
990029	南天槐	
990030	秦斯龙	
990031	薇霓公主	
500001	卢大娘	
500002	卢小小	
500003	娇娘	
500004	孙大娘	
500005	张虎	
500006	赵龙	
500007	孙大叔	
500008	阿吉	
500009	惜缘	
500010	娟娟	
500011	阿顺	
500012	蒋老翁	
500014	春三娘	
500015	白晶	
500016	菜篮大盗	
500017	叶半仙	
500018	余奶奶	
500019	长虹趟子手	
500020	天剑小师弟	
500021	铁老三	
500022	余翔拳	
500023	快刀小孟	
500024	小胡	
500025	郑公	
500026	章爸	
500027	添哥	
500028	马亚	
500029	尤伯	
500030	余爷爷	
500031	吴桦	
500032	高爷	
500033	吴大娘	
500034	癞痢头小吴	
500035	黄契	
500036	天悟禅师	
500037	虚明	
500038	铁老大	
500039	老杜	
500040	锦衣卫	
500041	南少林弟子	
500042	南少林弟子	
500043	洪老爹	
500044	洪大郎	
500045	阿水伯	
500046	老姜	
500047	李大娘	
500048	稽塔	
500049	老孙	
500050	张帆	
500051	算酒人	
500052	李郎中	
500053	杜康村长	
500054	马朝	
500055	赵娘子	
500056	桓儿	
500057	可疑人士	
500058	尚书府守卫	
500059	于修	
500060	李大郎	
500061	吕阿志	
500062	吕陈春桃	
500063	李老农	
500064	阿成	
500065	杜鹃	
500066	招弟	
500067	面店老板	
500068	柯瑞	
500069	汤普升	
500070	小狗子	
500071	小虎	
500072	俗家弟子	
500073	黑狗	
500074	白狗	
500075	黄狗	
500076	鲤鱼王	
500077	矿工	
500078	矿工工头	
500079	铁叉部勇士	
500080	铁叉部女子	
500081	天龙教练	
500082	抓药妇人	
500083	辟邪死士	
500084	般若	
500085	骆翎枫	
500086	花农	
500087	南瓜大婶	
500088	业余猎人	
500089	糖糖	
500090	柏特	
500091	滴卡儿	
500092	袈裟窃贼	
500093	职业猎人	
500094	猎妇	
500095	鳄鱼先生	
500096	崔二胯子	
500097	云游商人	
500098	金府保镳	
500099	金小姐	
500100	罗煞夫人	
500101	状元郎	
500102	幸长	
500103	金涡	
500104	骆烈夫	
500105	飞垣	
500106	马琦	
500107	老古	
500108	鹫鹰	
500109	伊布	
500110	兔儿爷	
500111	花妈	
500112	虹儿	
500113	小宝	
500114	挑嘴熊	
500115	猴三	
500116	修罗宫弟子	
600001	何爷	
600002	赵老翁	
600003	阿平	
600004	谢大娘	
600005	阿森	
600006	阿森	
600007	阿丹	
600008	阿丹	
600009	刘老爷子	
600010	薛瑟瑟	
600011	老乞丐	
600012	儒生尸体	
600013	想象的少阁主	
600014	吴桐	
600015	吴大娘	
600016	吴老爹	
600017	叶掌门（金尸）	
600018	尸鳖	
600019	神秘人	
600020	大怪鸟	
600021	赛王府家仆	
600022	知名不具	
600023	景夫人	
600024	景初	
600025	神秘老者	
600026	欧阳笑(?)	
600027	阿黑	
600028	小芳	
600029	罗剎人	
600030	东北居民	
600031	老管家	
600032	西域商人	
600033	西域卫兵	
600034	西域居民	
600035	令狐大侠	
600036	阿多	
600037	花族守卫	
600038	色目人	
600039	花族首领	
600040	智者哲苏	
600041	尹婆婆	
600042	巴尔塔	
600043	黑衣杀手	
600044	神秘的声音	
600045	翠兰	
600046	八卦门家丁	
600047	黑冢上忍	
600048	赫蒙族战士	
600049	赫蒙族女战士	
600050	武当弟子	
600051	绝刀门人	
600052	天剑门人	
600053	唐门门人	
600054	青城门人	
600055	八卦门人	
600056	首蛇道弟子	
600057	玄龟道弟子	
600058	兵鸦道弟子	
600059	杨雨枫	
600060	米忒	
600061	铁叉厉鬼	
600062	阿吉	
600063	马猴	
600064	万劳九	
600065	上泉	
600066	唐伯虎	
600067	神枪兵	
600068	神火兵	
600069	荆棘(?)	
600070	王大霸	
600071	史骨头	
600072	蓝衫少年	
600073	张三	
600074	李四	
600075	夜翼	
600076	斗篷客	
600077	江洋大盗	
600078	静云庵弟子	
600079	夜飘香	
600080	王思思	
600081	马贼首领	
600082	黄天化	
600083	李昭庆	
600084	神秘的声音	
600085	假夜飘香	
910012	大公鸡	
600086	封紫云	
600087	孟婆	
600088	六扇门官兵	
600089	六扇门捕快	
600090	落魄书生	
600091	阿忠	
600092	欧阳笑(?)	
600093	欧阳笑(?)	
600094	欧阳笑(?)	
600095	欧阳笑(?)	
600096	谷月轩	
600097	谷月轩	
600098	午津龙	
600099	富坚由昭	
600100	骗子少女	
600101	阿疙儿	
600102	判官	
610158	幽谷客	
610159	傀尸	
610160	九阴幽仆	
610161	九阴幽仆	
610162	九阴幽仆	
610163	九阴幽仆	
610164	九阴幽仆	
610165	九阴幽仆	
610166	婆竭罗	
610167	摄湿生	
610168	自在天	
610169	持国天	
610170	山贼	
610171	山贼头领	
610172	巴哈里德	
610173	乌衣教众	
610174	仙希尔	
610175	路德教士	
800015	谷月轩
800016	荆棘
800035	沈湘芸
800036	古实
800037	方云华
800054	任清璇	
800057	秦红殇	
800059	史燕
800066	史义
800075	江瑜
800089	商仲仁
800091	杨云
800092	傅剑寒
800094	任剑南
800098	萧遥	
800104	毒	
800105	浪	
800106	狂	
820005	傀尸	
820013	赛王爷	
820075	天意菁英	
890023	叶孤	
890024	花玖瑟	
890025	金熙凤	
890026	尹世允	
890013	赛王爷	
890014	酆都丽鬼	
610176	黑冢罗王	
610177	萧铠	
610178	碧莲	
610179	阿林	
700024	孟倩思	
700025	罗煞	
700027	敖广	
877001	阿莉_YM	
877002	幼猫_YM	
877003	渔民_YM	
877004	刘叔_YM	
877005	沐萍_YM	
877006	村民_YM	
877007	年芙蓉_YM	
877008	天闻_YM	
877009	迷之声甲_YM	
877010	迷之声乙_YM	
877011	迷之声丙_YM	
878001	东海龙宫众_YM	
878002	神枪会帮众_YM	
878003	酆都鬼众_YM	
878004	酆都厉鬼_YM	
878005	酆都伥鬼_YM	
878006	酆都绝鬼_YM	
878007	酆都艳鬼_YM	
878008	倭寇_YM	
878009	倭寇组长_YM	
878010	老杨_YM	
878011	老张_YM	
878012	小李子_YM	
878013	黑冢忍者_YM	
878014	大刀队长_YM	
878015	衙门官兵_YM	
878016	偷枪忍者_YM	
878017	烟雾忍者_YM	
878018	影分身_YM	
878019	黑冢中忍_YM	
878020	黑冢忍者_YM	
878021	锦衣卫_YM	
878022	东厂杀手_YM	
878023	毓明_YM	
878024	游进_YM	
878025	锦衣卫_YM	
878026	锦衣卫_YM	
878027	锦衣卫_YM	
878028	锦衣卫_YM	
878029	辟邪死士_YM	
878030	孟倩思_YM	
878031	锦衣卫_YM	
878032	游进_YM	
878033	枪兵护卫_YM	
878034	黑影_YM	
878035	陈公公_YM	
878036	朝廷官兵_YM	
878037	黑冢罗王_YM	
878038	摩呼罗迦_YM	
878039	玄冥子_YM	
878040	婆竭罗_YM	
878041	摄湿生_YM	
878042	自在天_YM	
878043	持国天_YM	
878044	铁叉部勇士_YM	
878045	佛母_YM	
878046	傀尸_YM	
878047	银尸_YM	
878048	辟邪老人_YM	
878049	沐王府精兵_YM	
878050	沐王府精兵_YM	
878051	侍鬼_YM	
878052	大刀护卫_YM	
878053	定位用_Pass	
878054	定位用_Pass		
878055	定位用_Pass		
878056	定位用_Pass		
878057	定位用_Pass		
878058	定位用_Pass		
878059	定位用_Pass		
878060	定位用_Pass		
878061	定位用_Pass		
878062	定位用_Pass		
878063	东厂杀手_YM		
878064	东厂杀手_YM		
878065	东厂杀手_YM		
878066	东厂杀手_YM		
878067	东厂杀手_YM		
878068	东厂杀手_YM		
878069	东厂杀手_YM		
878070	东厂杀手_YM		
878071	东厂杀手_YM		
878072	东厂杀手_YM		
878073	大刀护卫_YM		
878074	大刀护卫_YM		
878075	大刀护卫_YM		
878076	大刀护卫_YM		
878077	枪兵护卫_YM		
878078	枪兵护卫_YM		
878079	枪兵护卫_YM		
878080	枪兵护卫_YM		
878081	铁叉部女子_YM		
878082	天龙教众_YM		
878083	天龙菁英_YM		
878084	官兵统领_YM		
878085	东瀛浪人_YM		
878086	孔雀王护卫_YM		
878087	孔雀王护卫_YM		
878088	黑冢暗部_YM		
878089	目莲_YM		
878090	冒牌龙宫帮众_YM		
878091	熊天霸_YM		
878092	海鲨帮众_YM		
878093	神火兵_YM		
878094	黑冢上忍_YM		
878095	龙宫帮众_YM		
878096	龙宫帮众_YM		
878097	龙宫帮众_YM		
878098	龙宫帮众_YM		
878099	龙宫帮众_YM		
878100	龙宫帮众_YM		
878101	龙宫帮众_YM		
878102	龙宫帮众_YM		
878103	龙宫帮众_YM		
878104	龙宫帮众_YM		
878105	海鲨帮众_YM		
878106	海鲨帮众_YM		
878107	海鲨帮众_YM		
878108	海鲨帮众_YM		
878109	海鲨帮众_YM		
878110	母鸡_YM		
878111	公鸡_YM		
878112	野熊_YM		
878113	小熊_YM		
878114	鳄鱼_YM		
878115	佬二_YM		
878116	黑狼_YM		
878117	小黑狼_YM		
878118	白狼_YM		
878119	小白狼_YM		
878120	棕狼_YM		
878121	小棕狼_YM		
878122	老鹰_YM		
878123	长虹镖师_YM		
878124	金风镖师_YM		
878125	心残_YM		
878126	天龙教众_YM		
878127	天龙教众_YM		
878128	欧阳笑_YM		
878129	金尸_YM		
878130	银尸_YM		
878131	铁尸_YM		
878132	完颜柯尔克_YM		
878133	赛王府亲兵_YM		
878134	赛王府亲兵_YM		
878135	贺陀_YM		
878136	赛王爷_YM		
878137	完颜柯尔克_YM		
878138	赛王府护卫_YM		
878139	秦斯龙_YM		
878140	秦红殇_YM		
878141	霹雳帮众_YM		
878142	唐飞_YM		
878143	唐冠南_YM		
878144	唐中慧_YM		
878145	唐门门人_YM		
878146	夏侯城_YM		
878147	夏侯非_YM		
878148	绝刀门人_YM		
878149	商鹤鸣_YM		
878150	商仲仁_YM		
878151	八卦门人_YM		
878152	巩光杰_YM		
878153	百草门人_YM		
878154	公孙坚_YM		
878155	姬无双_YM		
878156	西门玄_YM		
878157	西门峰_YM		
878158	天剑门人_YM		
878159	紫阳子_YM		
878160	青霞子_YM		
878161	青城门人_YM		
878162	燕宇_YM		
878163	青城叛徒_YM		
878164	万青山_YM		
878165	纪玟_YM		
878166	兽王庄门人_YM		
878167	胖丁_YM		
878168	大黑_YM		
878169	小咪_YM		
878170	老虎_YM		
878171	阿夸_YM		
878172	毒龙教叛徒_YM		
878173	何未峰_YM		
878174	易兰_YM		
878175	何秋娟_YM		
878176	天山门人_YM		
878177	天山门人_YM		
878178	史义_YM		
878179	陆少临_YM		
878180	黑冢上忍_YM		
878181	倭寇组长_YM		
878182	史刚_YM		
878183	捕快_YM		
878184	关长虹_YM		
878185	关伟_YM		
878186	长虹镖师_YM		
878187	江天雄_YM		
878188	江瑜_YM		
878189	天意城主_YM		
878190	封青霄_YM		
878191	天龙教众_YM		
878192	天龙教众_YM		
878193	天龙教众_YM		
878194	天龙教众_YM		
878195	天龙菁英_YM		
878196	天龙菁英_YM		
878197	天悟禅师_YM		
878198	少林弟子_YM		
878199	少林弟子_YM		
878200	十八铜人_YM		
878201	十八铜人_YM		
878202	十八铜人_YM		
878203	吃_YM		
878204	喝_YM		
878205	嫖_YM		
878206	赌_YM		
878207	虚明_YM		
878208	不动_YM		
878209	锦衣卫_YM		
878210	锦衣卫_YM		
878211	神枪会帮众_YM		
878212	柯降龙_YM		
878213	李浩_YM		
878214	丐帮长老_YM		
878215	丐帮帮众_YM		
878216	丐帮帮众_YM		
878217	萧遥_YM		
878218	大刀队_YM		
878219	长枪兵_YM		
878220	东厂杀手_YM		
878221	任清璇_YM		
878222	赵雅儿_YM		
878223	纪玟_YM		
878224	秦红殇_YM		
878225	蓝婷_YM		
878226	史燕_YM		
878227	齐丽_YM		
878228	风吹雪_YM		
878229	风吹雪_YM		
878230	毒龙教众_YM		
878231	毒龙教众_YM		
878232	九阴_YM		
878233	九阴幽仆_YM		
878234	江洋大盗_YM		
878235	辟邪死士_YM		
878236	无因方丈_YM		
878237	无色_YM		
878238	无慧_YM		
878239	无嗔_YM		
878240	无戒_YM		
878241	古实_YM		
878242	方云华_YM		
878243	卓人清_YM		
878244	卓夫人_YM		
878245	古叶_YM		
878246	庄人骏_YM		
878247	武当弟子_YM		
878248	曹岱_YM		
878249	华山门人_YM		
878250	曹萼华_YM		
878251	虚真_YM		
878252	厉苍天_YM		
878253	厉苍天_YM		
878254	厉苍龙_YM		
878255	厉苍龙_YM		
878256	樊未离_YM		
878257	纳兰衍_YM		
878258	香儿_YM		
878259	任天翔_YM		
878260	东方曦_YM		
878261	宫夕瑶_YM		
878262	东方未明_YM		
878263	谷月轩_YM		
878264	谷月轩_YM		
878265	荆棘_YM		
878266	荆棘_YM		
878267	无瑕子_YM		
878268	霹雳堂叛徒_YM		
878269	聂胜_YM		
878270	任浩然_YM		
878271	任剑南_YM		
878272	护剑使_YM		
878273	水盼盼_YM		
878274	龙墨_YM		
878275	萧复_YM		
878276	掷弹教徒_YM		
878277	雄霸_YM		
878278	恶王_YM		
878279	郎中_YM		
878280	琥珀_YM		
878281	敖广_YM		
878282	渔民_YM		
878283	渔民_YM		
878284	渔民_YM		
878285	劫匪_YM		
878286	渔民_YM		
878287	渔民_YM		
878288	渔民_YM		
878289	罗煞_YM		
878290	野熊_YM		
878291	蛇_YM		
878292	黑狼_YM		
878293	老虎_YM		
878294	丐帮帮众_YM		
878295	丐帮帮众_YM		
878296	新进少林弟子_YM		
878297	新进少林弟子_YM		
878298	新进十八铜人_YM		
878299	新进十八铜人_YM		
878300	新进十八铜人_YM		
878301	蛇_YM		
878302	红蟒_YM		
878303	老练倭寇_YM		
878304	东海大寇_YM		
878305	老练鬼众_YM		
878306	新进绝刀门人_YM		
878307	新进百草门人_YM		
878308	野熊_YM		
878309	黑狼_YM		
878310	老虎_YM		
878311	鳄鱼_YM		
878312	老鹰_YM		
878313	新进青城门人_YM		
878314	阎罗_YM		
878315	黑无常_YM		
878316	白无常_YM		
878317	新进武当弟子_YM		
878318	新进华山门人_YM		
878319	新进天剑门人_YM		
878320	逃亡鬼众_YM		
878321	逃亡鬼众_YM		
878322	逃亡鬼众_YM		
878323	阿傍_YM		
878324	鬼众伤员_YM		
878325	鬼众伤员_YM		
878326	鬼众伤员_YM		
878327	鬼众伤员_YM		
878328	可疑的酆都绝鬼_YM		
878329	可疑的酆都伥鬼_YM		
878330	可疑的酆都鬼众_YM		
878331	冒牌神枪会帮众_YM		
878332	霹雳帮众_YM		
878333	霹雳帮众_YM		
878334	老练鬼众_YM		
878335	老练鬼众_YM		
878336	绝刀门人_YM		
878337	绝刀门人_YM		
878338	百草门人_YM		
878339	百草门人_YM		
878340	青城门人_YM		
878341	天闻_YM		
878342	少林弟子_YM		
878343	少林弟子_YM		
878344	少林弟子_YM		
878345	少林弟子_YM		
878346	东厂杀手_YM		
878347	东厂杀手_YM		
878348	东厂杀手_YM		
878349	神火兵_YM		
878350	神火兵_YM		
878351	倭寇_YM		
878352	倭寇组长_YM		
878353	东海龙宫众_YM		
878354	神枪会帮众_YM		
878355	野熊_YM		
878356	黑狼_YM		
878357	老虎_YM		
878358	鳄鱼_YM		
878359	老鹰_YM		
878360	酆都鬼众_YM		
878361	酆都厉鬼_YM		
878362	酆都伥鬼_YM		
878363	酆都绝鬼_YM		
878364	铁叉部勇士_YM		
878365	铁叉部女子_YM		
878366	金风镖师_YM		
878367	护剑使_YM		
878368	东海龙宫众_YM		
878369	东海龙宫众_YM		
878370	东海龙宫众_YM		
878371	老练倭寇_YM		
878372	东海大寇_YM		
878373	兽王庄门人_YM		
878374	兽王庄门人_YM		
878375	兽王庄门人_YM		
878376	天龙突击兵_YM		
878377	天龙突击兵_YM		
878378	天龙突击兵_YM		
878379	天龙突击兵_YM		
878380	天龙突击兵_YM		
878381	天龙突击兵_YM		
878382	修罗宫门人_YM		
878383	修罗宫门人_YM		
878384	阿生_YM		
878385	阎罗_YM		
878386	阎王_YM		
878387	海龙王_YM	
878388	马面_YM		
878389	孟婆_YM		
878390	判官_YM		
878391	黑无常_YM		
878392	白无常_YM		
878393	牛头_YM		
878394	野熊_YM		
878395	黑狼_YM		
878396	小黑狼_YM		
878397	白狼_YM		
878398	小白狼_YM		
878399	棕狼_YM		
878400	小棕狼_YM		
878401	母鸡_YM		
878402	公鸡_YM		
878403	老虎_YM		
878404	鳄鱼_YM		
878405	老鹰_YM		
878406	蛇_YM		
878407	红蟒_YM		
878408	猴子_YM		
878409	猴三_YM		
878410	小孩_YM		
878411	小孩_YM		
878412	小孩_YM		
878413	小孩_YM		
878414	小孩_YM		
878415	小孩_YM		
878416	小孩_YM		
878417	小孩_YM		
878418	小孩_YM		
878419	小孩_YM		
878420	小孩_YM		
878421	小孩_YM		
878422	妇人_YM		
878423	老妇_YM		
878424	婆婆_YM		
878425	中年男子_YM		
878426	青年_YM		
878427	少年_YM		
878428	少女_YM		
878429	蒙面女_YM		
878430	蒙面女_YM		
878431	蒙面女_YM		
878432	蒙面女_YM		
878433	风尘女_YM		
878434	风尘女_YM		
878435	风尘女_YM		
878436	风尘女_YM		
878437	风尘女_YM		
878438	风尘女_YM		
878439	风尘女_YM		
878440	老鸨_YM		
878441	贾云长_YM		
878442	雷震天_YM		
878443	赵惊风_YM		
878444	赛飞鸿_YM		
878445	郝虎_YM		
878446	巴龙_YM		
878447	恶鬼_YM		
878448	恶鬼_YM		
878449	恶鬼_YM		
878450	大鬼_YM		
878451	大鬼_YM		
878452	醉仙_YM		
878453	橘叟_YM		
878454	神医_YM		
878455	仙音_YM		
878456	书生_YM		
878457	丹青_YM		
878458	花翁_YM		
878459	阿莉_YM		
878460	鬼众_YM		
878461	厉鬼_YM		
878462	伥鬼_YM		
878463	绝鬼_YM		
878464	鬼众_YM		
878465	厉鬼_YM		
878466	伥鬼_YM		
878467	绝鬼_YM		
879001	阎丹生_YM		
879002	阎罗_YM		
879003	阎罗_YM		
879004	敖广_YM		
879005	敖广_YM		
879006	罗煞_YM		
879007	罗煞_YM		
879008	孟倩思_YM		
879009	孟婆_YM		
879010	文靖之_YM		
879011	判官_YM		
879012	常漆_YM		
879013	黑无常_YM	
879014	常皓_YM		
879015	白无常_YM		
879016	阿傍_YM		
879017	阿傍_YM	
879901	阎罗_YM		
879904	敖广_YM		
879906	罗煞_YM		
879913	黑无常_YM		
[Item-Weapon]		
100001	逍遥刀剑	
100002	太乙刀剑	
100003	无极刀剑	
100004	阴阳倒乱刃	
100005	紫金双刃	
100101	粗布拳套	
100102	皮手套	
100103	鹿革手套	
100104	离魂金线缠	
100105	玄铁手套	
100106	金丝手套	
100107	萃毒指	
100108	精钢拳套	
100109	天蚕丝手套	
100110	铁手套	
100201	单刀	
100202	银口九齿刀	
100203	长虹雁翎刀	
100204	霹雳刀	
100205	鬼头刀	
100206	龙鳞宝刀	
100207	苗族弯刀	
100208	百辟刀	
100209	环柄刀	
100210	太皇刀	
100211	血饮	
100212	圆月弯刀	
100213	阎罗	
100214	菊一文字．无铭	
100215	三日月．无铭	
100216	村正	
100217	玄铁刀	
100301	铁剑	
100302	冰心	
100303	白晶剑	
100304	盘月剑	
100305	天羽剑	
100306	太极剑	
100307	龙渊剑	
100308	巨阙剑	
100309	湛卢剑	
100310	九真剑	
100311	镇岳	
100312	龙脊剑	
100313	太虚剑	
100314	撼天古剑	
100315	玄铁重剑	
100316	辟邪	
100317	殇瑶	
100318	紫薇软剑	
100319	琼华剑	
100320	传家宝剑	
100321	含光剑	
100322	白虹剑	
100323	倚天剑	
130040	清风剑	
100401	木棍	
100402	齐眉棍	
100403	烧火棍	
100404	疯魔杖	
100405	升龙棍	
100406	定海神针	
100407	玄铁棍	
100408	牛头叉	
100501	飞刀	
100502	暴雨梨花	
100503	金钗	
100504	神剑镖	
100505	雷震天	
100506	离火玄冰镖	
100507	金针	
100508	十六串吕	
100601	毒龙鞭	
100613	兽王鞭	
100602	蝎尾鞭	
100603	神农锄	
100604	弦箫剑	
100605	舞天环	
100606	乌烟	
100607	孔雀翎	
100608	花开四季	
100614	江亭谈古	
100609	日月双轮	
